,Method,Subject,Accelerometer Axis,Average Degree,Network Diameter,Average path length,Activity
764,NVG,subject7,Z,2.1220659078919377,7,3.4235666239590006,Walking
765,HVG,subject7,X,4.407367654852487,18,8.030829596412556,Walking
766,HVG,subject7,Y,5.208707228462029,26,9.563981422165279,Walking
767,HVG,subject7,Z,4.77464829275686,21,7.366391736066624,Walking
768,NVG,subject7,X,1.9757165349338732,9,4.009008648302371,Walking
769,NVG,subject7,Y,2.04627783975294,17,6.282751441383728,Walking
770,NVG,subject7,Z,2.1220659078919377,8,3.263693145419603,Walking
771,HVG,subject7,X,5.729577951308233,17,8.044642857142858,Walking
772,HVG,subject7,Y,5.208707228462029,24,9.701913837283792,Walking
773,HVG,subject7,Z,5.208707228462029,15,6.6287636130685454,Walking
774,NVG,subject7,X,2.6043536142310146,8,3.7758648302370275,Walking
775,NVG,subject7,Y,2.2036838274262434,9,3.7750240230621395,Walking
776,NVG,subject7,Z,1.9757165349338732,7,3.424927930813581,Walking
777,HVG,subject7,X,4.407367654852487,13,5.989990390775144,Walking
778,HVG,subject7,Y,5.208707228462029,20,7.308536194746957,Walking
779,HVG,subject7,Z,5.208707228462029,21,9.578995836002562,Walking
780,NVG,subject7,X,2.38732414637843,8,4.068105381165919,Walking
781,NVG,subject7,Y,1.909859317102744,8,3.3571028187059575,Walking
782,NVG,subject7,Z,1.909859317102744,7,3.3949391415759127,Walking
783,HVG,subject7,X,8.18511135901176,27,11.519138372837924,Walking
784,HVG,subject7,Y,6.366197723675814,23,10.233223894939142,Walking
785,HVG,subject7,Z,5.208707228462029,17,8.418321588725176,Walking
786,NVG,subject7,X,2.291831180523293,10,4.168521780909673,Walking
787,NVG,subject7,Y,2.72837045300392,9,3.810978539397822,Walking
788,NVG,subject7,Z,2.04627783975294,6,3.345651825752723,Walking
789,HVG,subject7,X,6.366197723675813,21,7.911274823830878,Walking
790,HVG,subject7,Y,5.729577951308233,14,6.4100336322869955,Walking
791,HVG,subject7,Z,4.09255567950588,23,6.855020819987188,Walking
792,NVG,subject7,X,2.2036838274262434,7,3.3602258167841126,Running
793,NVG,subject7,Y,3.580986219567645,38,13.215606982703395,Running
794,NVG,subject7,Z,2.38732414637843,9,3.7578875720691864,Running
795,HVG,subject7,X,5.208707228462029,18,7.540318705957719,Running
796,HVG,subject7,Y,6.366197723675814,46,16.679372197309416,Running
797,HVG,subject7,Z,3.580986219567645,14,5.499759769378604,Running
798,NVG,subject7,X,2.04627783975294,8,3.801969891095452,Running
799,NVG,subject7,Y,2.72837045300392,9,4.022101217168482,Running
800,NVG,subject7,Z,2.4911208483948837,9,4.157110826393337,Running
801,HVG,subject7,X,5.208707228462029,23,10.513372837924408,Running
802,HVG,subject7,Y,6.366197723675814,21,9.747757847533633,Running
803,HVG,subject7,Z,5.208707228462029,22,9.034272901985906,Running
804,NVG,subject7,X,2.72837045300392,8,4.235546124279308,Running
805,NVG,subject7,Y,2.1220659078919377,7,3.3116191543882127,Running
806,NVG,subject7,Z,2.291831180523293,8,4.055132927610506,Running
807,HVG,subject7,X,4.77464829275686,14,6.63817264573991,Running
808,HVG,subject7,Y,5.208707228462029,18,7.318665919282512,Running
809,HVG,subject7,Z,4.407367654852487,23,8.583039718129404,Running
810,NVG,subject7,X,2.4911208483948837,23,9.120555733504164,Running
811,NVG,subject7,Y,3.580986219567645,22,8.813540999359384,Running
812,NVG,subject7,Z,2.1220659078919377,6,3.3052930813581036,Running
813,HVG,subject7,X,5.729577951308233,30,12.224015054452273,Running
814,HVG,subject7,Y,6.366197723675813,24,10.351337283792441,Running
815,HVG,subject7,Z,4.407367654852487,12,5.942544843049327,Running
816,NVG,subject7,X,2.2036838274262434,7,3.4055092889173606,Running
817,NVG,subject7,Y,3.819718634205488,36,11.762211723254325,Running
818,NVG,subject7,Z,2.6043536142310146,9,3.9693305573350415,Running
819,HVG,subject7,X,5.208707228462029,12,5.743914157591288,Running
820,HVG,subject7,Y,6.366197723675813,38,13.35145739910314,Running
821,HVG,subject7,Z,4.407367654852487,14,5.586683215887252,Running
822,NVG,subject7,X,2.1220659078919377,7,3.42917200512492,Running
823,NVG,subject7,Y,3.3703399713577835,29,10.7847133247918,Running
824,NVG,subject7,Z,2.04627783975294,7,3.2988468930172967,Running
825,HVG,subject7,X,5.729577951308233,20,8.965486867392697,Running
826,HVG,subject7,Y,7.16197243913529,32,12.641816143497758,Running
827,HVG,subject7,Z,4.09255567950588,14,6.387131646380525,Running
828,NVG,subject7,X,3.580986219567645,33,12.6041800128123,Running
829,NVG,subject7,Y,2.6043536142310146,8,3.973654708520179,Running
830,NVG,subject7,Z,2.38732414637843,7,3.5538516976297245,Running
831,HVG,subject7,X,7.16197243913529,39,14.958880525304291,Running
832,HVG,subject7,Y,5.208707228462029,13,6.01665598975016,Running
833,HVG,subject7,Z,5.208707228462029,13,6.085281870595772,Running
834,NVG,subject8,X,2.6043536142310146,8,3.8564221652786674,Walking
835,NVG,subject8,Y,1.909859317102744,7,3.413396860986547,Walking
836,NVG,subject8,Z,2.2036838274262434,9,3.8891335682254966,Walking
837,HVG,subject8,X,8.18511135901176,24,10.614109545163357,Walking
838,HVG,subject8,Y,6.366197723675814,20,10.07014734144779,Walking
839,HVG,subject8,Z,7.16197243913529,23,9.166760089686099,Walking
840,NVG,subject8,X,2.38732414637843,8,3.9971973094170403,Walking
841,NVG,subject8,Y,1.909859317102744,9,3.603098975016015,Walking
842,NVG,subject8,Z,1.7904931097838226,9,3.55277065983344,Walking
843,HVG,subject8,X,6.366197723675813,22,10.104580397181294,Walking
844,HVG,subject8,Y,6.366197723675813,24,9.501000960922486,Walking
845,HVG,subject8,Z,5.729577951308233,21,9.696868994234466,Walking
846,NVG,subject8,X,2.6043536142310146,10,4.190022421524664,Walking
847,NVG,subject8,Y,1.7904931097838226,7,3.3243914157591288,Walking
848,NVG,subject8,Z,1.5485345814346572,8,3.8625480461242794,Walking
849,HVG,subject8,X,5.208707228462029,19,7.745555733504164,Walking
850,HVG,subject8,Y,5.729577951308232,23,10.917480781550289,Walking
851,HVG,subject8,Z,7.16197243913529,31,14.328315182575272,Walking
852,NVG,subject8,X,1.7362357428206765,12,4.641936258808456,Walking
853,NVG,subject8,Y,1.7362357428206765,17,6.415799167200513,Walking
854,NVG,subject8,Z,1.909859317102744,7,3.047405509288917,Walking
855,HVG,subject8,X,5.208707228462029,18,8.741712043561819,Walking
856,HVG,subject8,Y,5.208707228462029,26,10.451673606662396,Walking
857,HVG,subject8,Z,4.09255567950588,14,6.547085201793722,Walking
858,NVG,subject8,X,1.7904931097838226,7,3.47429532351057,Walking
859,NVG,subject8,Y,1.9757165349338732,10,4.2149663677130045,Walking
860,NVG,subject8,Z,2.1220659078919377,7,3.278587443946188,Walking
861,HVG,subject8,X,6.366197723675814,26,9.181494234465086,Walking
862,HVG,subject8,Y,5.208707228462029,18,7.314942344650865,Walking
863,HVG,subject8,Z,5.208707228462029,15,6.9453074951953875,Walking
864,NVG,subject8,X,1.9757165349338732,7,3.5411194746957078,Walking
865,NVG,subject8,Y,1.909859317102744,9,3.402146060217809,Walking
866,NVG,subject8,Z,1.7904931097838226,8,3.5222613709160795,Walking
867,HVG,subject8,X,5.729577951308233,22,8.857343049327355,Walking
868,HVG,subject8,Y,7.16197243913529,20,10.32222934016656,Walking
869,HVG,subject8,Z,5.729577951308233,22,9.730421204356182,Walking
870,NVG,subject8,X,1.8482509520349135,7,3.3466527866752083,Walking
871,NVG,subject8,Y,2.1220659078919377,7,3.5276665598975017,Walking
872,NVG,subject8,Z,2.38732414637843,7,3.573950992953235,Walking
873,HVG,subject8,X,7.16197243913529,26,10.313701153106983,Walking
874,HVG,subject8,Y,5.208707228462029,19,8.603098975016016,Walking
875,HVG,subject8,Z,5.208707228462029,16,7.210041639974375,Walking
876,NVG,subject8,X,2.291831180523293,9,3.9262892376681613,Running
877,NVG,subject8,Y,1.9757165349338732,7,3.3232303010890454,Running
878,NVG,subject8,Z,2.2036838274262434,8,3.3827274183215885,Running
879,HVG,subject8,X,5.208707228462029,28,10.659433055733505,Running
880,HVG,subject8,Y,4.77464829275686,14,6.766295643818065,Running
881,HVG,subject8,Z,3.819718634205488,18,6.7297405509288915,Running
882,NVG,subject8,X,2.2036838274262434,10,4.081318065342729,Running
883,NVG,subject8,Y,2.38732414637843,8,4.218009288917361,Running
884,NVG,subject8,Z,2.4911208483948837,8,3.8949791800128124,Running
885,HVG,subject8,X,5.729577951308233,27,12.071148302370275,Running
886,HVG,subject8,Y,6.366197723675814,29,12.045523702754645,Running
887,HVG,subject8,Z,5.729577951308233,25,9.430012812299807,Running
888,NVG,subject8,X,2.4911208483948837,10,4.057855541319667,Running
889,NVG,subject8,Y,2.04627783975294,6,3.4400224215246635,Running
890,NVG,subject8,Z,2.04627783975294,10,4.107703395259449,Running
891,HVG,subject8,X,4.77464829275686,23,8.143337604099935,Running
892,HVG,subject8,Y,4.77464829275686,24,10.824431454196029,Running
893,HVG,subject8,Z,5.208707228462029,34,12.711162716207559,Running
894,NVG,subject8,X,2.4911208483948837,14,6.336402946828956,Running
895,NVG,subject8,Y,3.183098861837907,18,7.051689622037156,Running
896,NVG,subject8,Z,1.909859317102744,7,3.6124679692504804,Running
897,HVG,subject8,X,5.729577951308233,24,10.355621396540679,Running
898,HVG,subject8,Y,5.208707228462029,23,8.91599935938501,Running
899,HVG,subject8,Z,5.208707228462029,20,10.02982863549007,Running
900,NVG,subject8,X,2.291831180523293,7,3.3549007046764894,Running
901,NVG,subject8,Y,2.8647889756541165,19,7.481702434336963,Running
902,NVG,subject8,Z,2.2036838274262434,8,3.3280749519538757,Running
903,HVG,subject8,X,4.09255567950588,13,5.79584401024984,Running
904,HVG,subject8,Y,7.16197243913529,23,9.68473734785394,Running
905,HVG,subject8,Z,4.77464829275686,14,6.3075352338244715,Running
906,NVG,subject8,X,1.8482509520349135,8,3.745555733504164,Running
907,NVG,subject8,Y,2.6043536142310146,14,6.027666559897502,Running
908,NVG,subject8,Z,1.7904931097838226,8,3.5025224215246635,Running
909,HVG,subject8,X,5.729577951308232,25,10.586683215887252,Running
910,HVG,subject8,Y,7.16197243913529,28,10.450992953235106,Running
911,HVG,subject8,Z,7.16197243913529,21,9.263773222293402,Running
912,NVG,subject8,X,3.3703399713577835,35,12.174727738629084,Running
913,NVG,subject8,Y,2.1220659078919377,8,3.6343689942344652,Running
914,NVG,subject8,Z,2.291831180523293,8,3.4777786675208198,Running
915,HVG,subject8,X,6.366197723675813,40,15.045483664317745,Running
916,HVG,subject8,Y,5.208707228462029,13,6.101777706598335,Running
917,HVG,subject8,Z,4.407367654852487,16,6.273222293401665,Running
918,NVG,subject8,X,2.4911208483948837,11,4.236426969891095,Climbing Up
919,NVG,subject8,Y,1.909859317102744,8,3.623318385650224,Climbing Up
920,NVG,subject8,Z,2.4911208483948837,13,4.300928891736066,Climbing Up
921,HVG,subject8,X,6.366197723675813,26,11.596732863549008,Climbing Up
922,HVG,subject8,Y,5.208707228462029,20,9.02222133247918,Climbing Up
923,HVG,subject8,Z,5.208707228462029,30,9.647982062780269,Climbing Up
924,NVG,subject8,X,2.6043536142310146,9,4.188500960922486,Climbing Up
925,NVG,subject8,Y,1.7904931097838226,7,3.459921524663677,Climbing Up
926,NVG,subject8,Z,1.6851699856788918,7,3.5716287636130684,Climbing Up
927,HVG,subject8,X,7.16197243913529,30,12.20699871877002,Climbing Up
928,HVG,subject8,Y,7.16197243913529,25,11.083760409993594,Climbing Up
929,HVG,subject8,Z,4.7746482927568605,24,9.483864509929532,Climbing Up
930,NVG,subject8,X,2.2036838274262434,7,3.7447549647661753,Climbing Up
931,NVG,subject8,Y,1.3021768071155073,18,3.739389814221653,Climbing Up
932,NVG,subject8,Z,1.7904931097838226,8,3.826673606662396,Climbing Up
933,HVG,subject8,X,4.77464829275686,23,9.246156310057655,Climbing Up
934,HVG,subject8,Y,6.366197723675814,38,14.728699551569507,Climbing Up
935,HVG,subject8,Z,6.366197723675813,28,13.279708520179373,Climbing Up
936,NVG,subject8,X,1.7904931097838226,10,4.368914157591288,Climbing Up
937,NVG,subject8,Y,1.7904931097838226,16,7.149223254324151,Climbing Up
938,NVG,subject8,Z,1.909859317102744,6,2.936459000640615,Climbing Up
939,HVG,subject8,X,4.77464829275686,24,9.498798846893017,Climbing Up
940,HVG,subject8,Y,5.208707228462029,26,11.18677930813581,Climbing Up
941,HVG,subject8,Z,4.77464829275686,18,7.946628763613068,Climbing Up
942,NVG,subject8,X,2.04627783975294,7,3.6310057655349137,Climbing Up
943,NVG,subject8,Y,2.04627783975294,11,4.012251761691224,Climbing Up
944,NVG,subject8,Z,2.291831180523293,7,3.360826393337604,Climbing Up
945,HVG,subject8,X,4.77464829275686,19,7.98746796925048,Climbing Up
946,HVG,subject8,Y,4.7746482927568605,17,7.049167200512492,Climbing Up
947,HVG,subject8,Z,4.407367654852487,13,6.245635810377963,Climbing Up
948,NVG,subject8,X,1.8482509520349135,6,3.4033071748878925,Climbing Up
949,NVG,subject8,Y,1.7362357428206765,7,3.198870916079436,Climbing Up
950,NVG,subject8,Z,1.7362357428206765,10,3.664878283151826,Climbing Up
951,HVG,subject8,X,7.16197243913529,25,10.867913196668802,Climbing Up
952,HVG,subject8,Y,7.16197243913529,26,11.05909673286355,Climbing Up
953,HVG,subject8,Z,7.16197243913529,23,10.43814061499039,Climbing Up
954,NVG,subject8,X,2.72837045300392,10,4.339085522101217,Climbing Up
955,NVG,subject8,Y,1.909859317102744,7,3.3701953875720694,Climbing Up
956,NVG,subject8,Z,2.2036838274262434,8,3.7715006406149905,Climbing Up
957,HVG,subject8,X,7.16197243913529,24,10.83612267777066,Climbing Up
958,HVG,subject8,Y,7.16197243913529,29,10.414077514413837,Climbing Up
959,HVG,subject8,Z,5.729577951308233,20,9.026785714285714,Climbing Up
960,NVG,subject8,X,2.38732414637843,10,3.8657911595131327,CLimbing Down
961,NVG,subject8,Y,2.04627783975294,8,3.501241191543882,CLimbing Down
962,NVG,subject8,Z,2.6043536142310146,10,4.145379564381806,CLimbing Down
963,HVG,subject8,X,9.54929658551372,27,12.325352338244715,CLimbing Down
964,HVG,subject8,Y,5.208707228462029,23,8.725096092248558,CLimbing Down
965,HVG,subject8,Z,5.208707228462029,16,8.024463484945548,CLimbing Down
966,NVG,subject8,X,2.6043536142310146,10,4.469610826393337,CLimbing Down
967,NVG,subject8,Y,2.38732414637843,9,3.7592088404868673,CLimbing Down
968,NVG,subject8,Z,1.6851699856788918,6,3.344730941704036,CLimbing Down
969,HVG,subject8,X,7.16197243913529,30,13.241311659192824,CLimbing Down
970,HVG,subject8,Y,7.16197243913529,29,11.184657270980141,CLimbing Down
971,HVG,subject8,Z,5.208707228462029,20,8.504404228058936,CLimbing Down
972,NVG,subject8,X,2.72837045300392,8,4.0523302370275465,CLimbing Down
973,NVG,subject8,Y,1.7362357428206765,8,3.114509929532351,CLimbing Down
974,NVG,subject8,Z,1.7362357428206765,13,4.287275784753363,CLimbing Down
975,HVG,subject8,X,5.208707228462029,20,8.619074311338885,CLimbing Down
976,HVG,subject8,Y,6.366197723675814,30,11.609304932735427,CLimbing Down
977,HVG,subject8,Z,6.366197723675813,39,13.749239269698911,CLimbing Down
978,NVG,subject8,X,1.7904931097838226,10,4.242592889173607,CLimbing Down
979,NVG,subject8,Y,2.2036838274262434,29,10.71044202434337,CLimbing Down
980,NVG,subject8,Z,1.8482509520349135,6,3.135530108904548,CLimbing Down
981,HVG,subject8,X,5.208707228462029,19,8.392136450992954,CLimbing Down
982,HVG,subject8,Y,5.729577951308232,38,14.305293081358103,CLimbing Down
983,HVG,subject8,Z,3.580986219567645,13,5.778066944266496,CLimbing Down
984,NVG,subject8,X,1.909859317102744,6,3.2035153747597693,CLimbing Down
985,NVG,subject8,Y,3.1830988618379066,17,6.4236467008327995,CLimbing Down
986,NVG,subject8,Z,2.38732414637843,9,3.82014734144779,CLimbing Down
987,HVG,subject8,X,5.729577951308233,20,6.636050608584241,CLimbing Down
988,HVG,subject8,Y,6.366197723675814,24,8.672605701473415,CLimbing Down
989,HVG,subject8,Z,5.729577951308232,18,7.446909032671365,CLimbing Down
990,NVG,subject8,X,1.9757165349338732,10,3.5308696348494553,CLimbing Down
991,NVG,subject8,Y,1.9757165349338732,7,3.369714926329276,CLimbing Down
992,NVG,subject8,Z,1.7904931097838226,7,3.2066784112748237,CLimbing Down
993,HVG,subject8,X,5.729577951308232,27,10.911394939141577,CLimbing Down
994,HVG,subject8,Y,7.16197243913529,24,9.65895259449071,CLimbing Down
995,HVG,subject8,Z,4.77464829275686,21,8.400384368994235,CLimbing Down
996,NVG,subject8,X,2.04627783975294,6,3.3982222934016657,CLimbing Down
997,NVG,subject8,Y,1.9757165349338732,7,3.5416399743754003,CLimbing Down
998,NVG,subject8,Z,2.291831180523293,9,3.939662075592569,CLimbing Down
999,HVG,subject8,X,7.16197243913529,25,10.905869634849456,CLimbing Down
1000,HVG,subject8,Y,6.366197723675813,23,9.151665598975017,CLimbing Down
1001,HVG,subject8,Z,5.729577951308232,25,10.451873798846893,CLimbing Down
1002,NVG,subject9,X,1.7904931097838226,7,3.2752642536835364,Walking
1003,NVG,subject9,Y,2.291831180523293,8,3.6526665598975017,Walking
1004,NVG,subject9,Z,2.1220659078919377,8,3.789798206278027,Walking
1005,HVG,subject9,X,6.366197723675814,22,9.221933055733505,Walking
1006,HVG,subject9,Y,7.16197243913529,26,10.393577834721333,Walking
1007,HVG,subject9,Z,4.407367654852487,22,7.39794202434337,Walking
1008,NVG,subject9,X,2.291831180523293,12,4.178050928891736,Walking
1009,NVG,subject9,Y,1.7904931097838226,6,3.2956438180653427,Walking
1010,NVG,subject9,Z,1.7362357428206765,8,3.6791319666880207,Walking
1011,HVG,subject9,X,7.16197243913529,27,11.780749519538757,Walking
1012,HVG,subject9,Y,5.729577951308232,22,9.581358103779628,Walking
1013,HVG,subject9,Z,6.366197723675813,27,10.799927930813581,Walking
1014,NVG,subject9,X,2.38732414637843,10,4.229540358744394,Walking
1015,NVG,subject9,Y,2.04627783975294,9,3.58956598334401,Walking
1016,NVG,subject9,Z,1.637022271802352,8,3.6541479820627805,Walking
1017,HVG,subject9,X,4.407367654852487,21,7.304612427930814,Walking
1018,HVG,subject9,Y,6.366197723675813,26,11.325032030749519,Walking
1019,HVG,subject9,Z,5.729577951308233,31,13.275824791800128,Walking
1020,NVG,subject9,X,2.1220659078919377,13,4.359385009609225,Walking
1021,NVG,subject9,Y,2.2036838274262434,22,7.982383087764254,Walking
1022,NVG,subject9,Z,1.7904931097838226,8,3.2332238949391416,Walking
1023,HVG,subject9,X,5.208707228462029,19,7.807975656630365,Walking
1024,HVG,subject9,Y,5.208707228462029,32,12.614229660474056,Walking
1025,HVG,subject9,Z,4.77464829275686,18,7.935498078155029,Walking
1026,NVG,subject9,X,1.9757165349338732,8,3.0504484304932737,Walking
1027,NVG,subject9,Y,2.4911208483948837,13,5.719410634208841,Walking
1028,NVG,subject9,Z,2.2036838274262434,6,3.5516095451633567,Walking
1029,HVG,subject9,X,5.208707228462029,19,7.416519859064702,Walking
1030,HVG,subject9,Y,5.729577951308233,18,8.593369634849456,Walking
1031,HVG,subject9,Z,5.729577951308232,19,7.086723254324151,Walking
1032,NVG,subject9,X,1.8482509520349135,7,3.5409993593850095,Walking
1033,NVG,subject9,Y,1.9757165349338732,10,3.97429532351057,Walking
1034,NVG,subject9,Z,1.9757165349338732,10,4.211322869955157,Walking
1035,HVG,subject9,X,5.729577951308233,28,11.196989109545163,Walking
1036,HVG,subject9,Y,6.366197723675814,31,11.677250160153747,Walking
1037,HVG,subject9,Z,7.16197243913529,27,11.772261370916079,Walking
1038,NVG,subject9,X,2.72837045300392,6,3.4590006406149905,Walking
1039,NVG,subject9,Y,2.6043536142310146,7,3.7541639974375403,Walking
1040,NVG,subject9,Z,2.4911208483948837,7,3.7503603459320947,Walking
1041,HVG,subject9,X,7.16197243913529,20,8.853419282511211,Walking
1042,HVG,subject9,Y,6.366197723675813,16,7.549447469570788,Walking
1043,HVG,subject9,Z,4.77464829275686,18,7.137051569506727,Walking
1044,NVG,subject9,X,2.2036838274262434,9,3.9137572069186417,Running
1045,NVG,subject9,Y,3.580986219567645,51,18.845531710442025,Running
1046,NVG,subject9,Z,2.38732414637843,8,3.575192184497117,Running
1047,HVG,subject9,X,5.208707228462029,17,7.7373078155028825,Running
1048,HVG,subject9,Y,7.16197243913529,62,21.744194426649585,Running
1049,HVG,subject9,Z,4.77464829275686,13,6.146460602178091,Running
1050,NVG,subject9,X,2.291831180523293,7,3.806734465086483,Running
1051,NVG,subject9,Y,2.8647889756541165,8,4.206798526585522,Running
1052,NVG,subject9,Z,2.4911208483948837,8,4.094290518898142,Running
1053,HVG,subject9,X,5.729577951308233,20,9.041439782190903,Running
1054,HVG,subject9,Y,7.16197243913529,26,11.865751121076233,Running
1055,HVG,subject9,Z,6.366197723675813,17,8.55136931454196,Running
1056,NVG,subject9,X,3.0155673427938066,8,3.9819827033952593,Running
1057,NVG,subject9,Y,2.72837045300392,8,3.972173286354901,Running
1058,NVG,subject9,Z,2.291831180523293,8,3.9160393978219092,Running
1059,HVG,subject9,X,5.729577951308233,16,7.2288997437540035,Running
1060,HVG,subject9,Y,8.18511135901176,27,11.120035233824472,Running
1061,HVG,subject9,Z,5.729577951308233,21,8.885329916720051,Running
1062,NVG,subject9,X,3.1830988618379066,30,10.468169442664959,Running
1063,NVG,subject9,Y,4.77464829275686,64,22.437099615631006,Running
1064,NVG,subject9,Z,1.9757165349338732,7,3.5698270339525946,Running
1065,HVG,subject9,X,4.77464829275686,32,11.750080076873799,Running
1066,HVG,subject9,Y,8.18511135901176,66,23.46961082639334,Running
1067,HVG,subject9,Z,4.407367654852487,18,8.091367713004484,Running
1068,NVG,subject9,X,2.72837045300392,12,4.691383728379244,Running
1069,NVG,subject9,Y,3.3703399713577835,45,16.424487508007687,Running
1070,NVG,subject9,Z,2.8647889756541165,10,4.531750480461243,Running
1071,HVG,subject9,X,5.208707228462029,21,7.816944266495836,Running
1072,HVG,subject9,Y,5.729577951308233,51,18.322589686098656,Running
1073,HVG,subject9,Z,4.77464829275686,15,6.050288276745676,Running
1074,NVG,subject9,X,2.1220659078919377,6,3.271740871236387,Running
1075,NVG,subject9,Y,3.580986219567645,65,22.309537155669442,Running
1076,NVG,subject9,Z,1.9757165349338732,8,3.4262091607943628,Running
1077,HVG,subject9,X,6.366197723675814,18,8.277746636771301,Running
1078,HVG,subject9,Y,8.18511135901176,69,25.138052530429214,Running
1079,HVG,subject9,Z,5.729577951308233,21,9.312099615631006,Running
1080,NVG,subject9,X,3.580986219567645,35,11.87980461242793,Running
1081,NVG,subject9,Y,2.6043536142310146,7,3.6717648942985264,Running
1082,NVG,subject9,Z,2.6043536142310146,9,3.7860746316463807,Running
1083,HVG,subject9,X,7.16197243913529,43,14.755685458039718,Running
1084,HVG,subject9,Y,6.366197723675813,12,6.041760089686099,Running
1085,HVG,subject9,Z,4.77464829275686,17,6.196268417680974,Running
1086,NVG,subject9,X,1.7904931097838226,9,3.2840727098014093,Climbing Up
1087,NVG,subject9,Y,2.04627783975294,8,3.6951073030108903,Climbing Up
1088,NVG,subject9,Z,2.1220659078919377,11,4.092849135169763,Climbing Up
1089,HVG,subject9,X,5.208707228462029,20,9.363629083920564,Climbing Up
1090,HVG,subject9,Y,5.729577951308232,25,10.952994875080076,Climbing Up
1091,HVG,subject9,Z,4.407367654852487,26,8.837003523382448,Climbing Up
1092,NVG,subject9,X,2.4911208483948837,10,4.513092568866112,Climbing Up
1093,NVG,subject9,Y,2.1220659078919377,7,3.4214846252402307,Climbing Up
1094,NVG,subject9,Z,1.6851699856788918,8,3.5753923766816142,Climbing Up
1095,HVG,subject9,X,9.54929658551372,32,13.957439141575913,Climbing Up
1096,HVG,subject9,Y,6.366197723675814,22,9.11046604740551,Climbing Up
1097,HVG,subject9,Z,8.18511135901176,30,12.627482383087765,Climbing Up
1098,NVG,subject9,X,2.291831180523293,10,4.166519859064702,Climbing Up
1099,NVG,subject9,Y,1.6851699856788918,7,3.2391896220371557,Climbing Up
1100,NVG,subject9,Z,2.1220659078919377,11,4.414517937219731,Climbing Up
1101,HVG,subject9,X,6.366197723675813,25,11.320587764253684,Climbing Up
1102,HVG,subject9,Y,5.729577951308232,32,13.070507687379886,Climbing Up
1103,HVG,subject9,Z,6.366197723675813,39,13.583400064061498,Climbing Up
1104,NVG,subject9,X,1.9757165349338732,8,4.346212363869315,Climbing Up
1105,NVG,subject9,Y,1.9757165349338732,19,7.301969891095451,Climbing Up
1106,NVG,subject9,Z,1.6851699856788918,7,3.2286595131326075,Climbing Up
1107,HVG,subject9,X,4.77464829275686,18,9.464205637411915,Climbing Up
1108,HVG,subject9,Y,5.729577951308232,27,11.583400064061498,Climbing Up
1109,HVG,subject9,Z,5.729577951308233,24,9.487107623318385,Climbing Up
1110,NVG,subject9,X,2.1220659078919377,9,3.6804532351057015,Climbing Up
1111,NVG,subject9,Y,2.1220659078919377,11,3.982022741832159,Climbing Up
1112,NVG,subject9,Z,2.291831180523293,8,3.668481742472774,Climbing Up
1113,HVG,subject9,X,4.77464829275686,16,7.0469650864830236,Climbing Up
1114,HVG,subject9,Y,4.77464829275686,24,8.778827674567586,Climbing Up
1115,HVG,subject9,Z,4.7746482927568605,15,6.179532351057015,Climbing Up
1116,NVG,subject9,X,2.04627783975294,8,3.6967889173606663,Climbing Up
1117,NVG,subject9,Y,2.04627783975294,7,3.584921524663677,Climbing Up
1118,NVG,subject9,Z,1.7904931097838226,8,3.704316143497758,Climbing Up
1119,HVG,subject9,X,7.16197243913529,32,12.02218129404228,Climbing Up
1120,HVG,subject9,Y,7.16197243913529,32,12.765414798206278,Climbing Up
1121,HVG,subject9,Z,6.366197723675814,29,10.970892056374119,Climbing Up
1122,NVG,subject9,X,2.38732414637843,11,4.325552530429212,Climbing Up
1123,NVG,subject9,Y,2.6043536142310146,9,3.6765695067264574,Climbing Up
1124,NVG,subject9,Z,2.1220659078919377,7,3.3918962203715566,Climbing Up
1125,HVG,subject9,X,7.16197243913529,22,9.829035874439462,Climbing Up
1126,HVG,subject9,Y,5.729577951308233,19,8.075032030749519,Climbing Up
1127,HVG,subject9,Z,5.208707228462029,19,7.000480461242793,Climbing Up
1128,NVG,subject9,X,2.04627783975294,6,3.4459881486226775,CLimbing Down
1129,NVG,subject9,Y,1.6851699856788918,8,3.1879404228058936,CLimbing Down
1130,NVG,subject9,Z,2.2036838274262434,7,3.6811338885329916,CLimbing Down
1131,HVG,subject9,X,5.729577951308233,17,7.996877001921845,CLimbing Down
1132,HVG,subject9,Y,7.16197243913529,22,9.9514734144779,CLimbing Down
1133,HVG,subject9,Z,4.407367654852487,18,7.74171204356182,CLimbing Down
1134,NVG,subject9,X,1.9757165349338732,9,3.9161995515695067,CLimbing Down
1135,NVG,subject9,Y,2.1220659078919377,8,3.8665518898142217,CLimbing Down
1136,NVG,subject9,Z,2.1220659078919377,7,3.3089766175528506,CLimbing Down
1137,HVG,subject9,X,8.18511135901176,28,12.486907431133888,CLimbing Down
1138,HVG,subject9,Y,7.16197243913529,28,10.932495195387572,CLimbing Down
1139,HVG,subject9,Z,5.208707228462029,21,8.788597053171044,CLimbing Down
1140,NVG,subject9,X,2.38732414637843,8,4.1311258808456115,CLimbing Down
1141,NVG,subject9,Y,1.7904931097838226,8,3.9927530429212044,CLimbing Down
1142,NVG,subject9,Z,1.8482509520349135,9,4.298286354900704,CLimbing Down
1143,HVG,subject9,X,4.77464829275686,20,9.252242152466367,CLimbing Down
1144,HVG,subject9,Y,6.366197723675814,25,11.143217488789238,CLimbing Down
